roundId,aSeed,bSeed,aName,bName,bScore,aScore,fileName,date,weapon,category,gender
4,2,3,Adrian MURPHY,Nick PITTMAN,6,10,20091011VS,20091011,Sabre,Veterans,
2,1,2,David GAMBELL,Logan FORREST,10,13,20100328IF,20100328,Foil,Intermediate,
2,2,1,Logan FORREST,David GAMBELL,13,10,20100328IF,20100328,Foil,Intermediate,
4,1,4,David GAMBELL,Jacob SHEARER,10,15,20100328IF,20100328,Foil,Intermediate,
4,4,1,Jacob SHEARER,David GAMBELL,15,10,20100328IF,20100328,Foil,Intermediate,
8,1,8,David GAMBELL,Kostas TRAKAS,5,15,20100328IF,20100328,Foil,Intermediate,
8,8,1,Kostas TRAKAS,David GAMBELL,15,5,20100328IF,20100328,Foil,Intermediate,
8,5,4,Jacob SHEARER,Gulsara KAPLUN,6,15,20100328IF,20100328,Foil,Intermediate,
8,4,5,Gulsara KAPLUN,Jacob SHEARER,15,6,20100328IF,20100328,Foil,Intermediate,
4,3,2,Leighlan DOE,Logan FORREST,15,10,20100328IF,20100328,Foil,Intermediate,
4,2,3,Logan FORREST,Leighlan DOE,10,15,20100328IF,20100328,Foil,Intermediate,
8,3,6,Georgina BARRATT,Leighlan DOE,13,9,20100328IF,20100328,Foil,Intermediate,
8,6,3,Leighlan DOE,Georgina BARRATT,9,13,20100328IF,20100328,Foil,Intermediate,
8,7,2,Cameron SEIDEL,Logan FORREST,15,3,20100328IF,20100328,Foil,Intermediate,
8,2,7,Logan FORREST,Cameron SEIDEL,3,15,20100328IF,20100328,Foil,Intermediate,
2,1,2,Nathaniel SHEARER,Sumeer BHARELERLEER,15,14,20100410NF,20100410,Foil,Novice,
2,2,1,Sumeer BHARELERLEER,Nathaniel SHEARER,14,15,20100410NF,20100410,Foil,Novice,
4,1,4,Nathaniel SHEARER,Zeb KEEN,14,15,20100410NF,20100410,Foil,Novice,
4,4,1,Zeb KEEN,Nathaniel SHEARER,15,14,20100410NF,20100410,Foil,Novice,
8,5,4,Tsz-Tim HALL,Zeb KEEN,15,2,20100410NF,20100410,Foil,Novice,
8,4,5,Zeb KEEN,Tsz-Tim HALL,2,15,20100410NF,20100410,Foil,Novice,
4,3,2,Liam ELLIS,Sumeer BHARELERLEER,15,12,20100410NF,20100410,Foil,Novice,
4,2,3,Sumeer BHARELERLEER,Liam ELLIS,12,15,20100410NF,20100410,Foil,Novice,
8,3,6,Liam ELLIS,Ryan CHEN TSUI,10,15,20100410NF,20100410,Foil,Novice,
8,6,3,Ryan CHEN TSUI,Liam ELLIS,15,10,20100410NF,20100410,Foil,Novice,
2,1,2,Michael DZODZOS,Jackson MICHAEL,11,15,20100410U17MF,20100410,Foil,U17,Mens
2,2,1,Jackson MICHAEL,Michael DZODZOS,15,11,20100410U17MF,20100410,Foil,U17,Mens
4,1,4,Michael DZODZOS,David GAMBELL,8,15,20100410U17MF,20100410,Foil,U17,Mens
4,4,1,David GAMBELL,Michael DZODZOS,15,8,20100410U17MF,20100410,Foil,U17,Mens
8,5,4,David GAMBELL,Leighlan DOE,12,15,20100410U17MF,20100410,Foil,U17,Mens
8,4,5,Leighlan DOE,David GAMBELL,15,12,20100410U17MF,20100410,Foil,U17,Mens
4,3,2,Julian OPIE,Jackson MICHAEL,14,8,20100410U17MF,20100410,Foil,U17,Mens
4,2,3,Jackson MICHAEL,Julian OPIE,8,14,20100410U17MF,20100410,Foil,U17,Mens
8,3,6,Julian OPIE,Logan FORREST,9,12,20100410U17MF,20100410,Foil,U17,Mens
8,6,3,Logan FORREST,Julian OPIE,12,9,20100410U17MF,20100410,Foil,U17,Mens
8,7,2,Oliver PRING,Jackson MICHAEL,15,0,20100410U17MF,20100410,Foil,U17,Mens
8,2,7,Jackson MICHAEL,Oliver PRING,0,15,20100410U17MF,20100410,Foil,U17,Mens
2,1,2,David BRAUTIGAN,Leon THOMAS,10,7,20100410VE,20100410,Epee,Veterans,
2,2,1,Leon THOMAS,David BRAUTIGAN,7,10,20100410VE,20100410,Epee,Veterans,
4,1,4,David BRAUTIGAN,Jane MENARY,3,10,20100410VE,20100410,Epee,Veterans,
4,4,1,Jane MENARY,David BRAUTIGAN,10,3,20100410VE,20100410,Epee,Veterans,
8,5,4,Lise JENSEN,Jane MENARY,10,4,20100410VE,20100410,Epee,Veterans,
8,4,5,Jane MENARY,Lise JENSEN,4,10,20100410VE,20100410,Epee,Veterans,
4,3,2,Shayne PAY,Leon THOMAS,10,6,20100410VE,20100410,Epee,Veterans,
4,2,3,Leon THOMAS,Shayne PAY,6,10,20100410VE,20100410,Epee,Veterans,
8,3,6,Shayne PAY,Nick PITTMAN,7,10,20100410VE,20100410,Epee,Veterans,
8,6,3,Nick PITTMAN,Shayne PAY,10,7,20100410VE,20100410,Epee,Veterans,
2,1,2,Stuart MARSHALL,Sam BLACKMAN,10,15,20100411OME,20100411,Epee,Open,Mens
2,2,1,Sam BLACKMAN,Stuart MARSHALL,15,10,20100411OME,20100411,Epee,Open,Mens
4,1,4,Matteo BARCHIESI,Stuart MARSHALL,15,12,20100411OME,20100411,Epee,Open,Mens
4,4,1,Stuart MARSHALL,Matteo BARCHIESI,12,15,20100411OME,20100411,Epee,Open,Mens
8,1,8,Matteo BARCHIESI,Leon THOMAS,7,15,20100411OME,20100411,Epee,Open,Mens
8,8,1,Leon THOMAS,Matteo BARCHIESI,15,7,20100411OME,20100411,Epee,Open,Mens
16,9,8,Michael DZODZOS,Leon THOMAS,15,12,20100411OME,20100411,Epee,Open,Mens
16,8,9,Leon THOMAS,Michael DZODZOS,12,15,20100411OME,20100411,Epee,Open,Mens
8,5,4,Alex LOVELL,Stuart MARSHALL,15,8,20100411OME,20100411,Epee,Open,Mens
8,4,5,Stuart MARSHALL,Alex LOVELL,8,15,20100411OME,20100411,Epee,Open,Mens
4,3,2,David BRAUTIGAN,Sam BLACKMAN,15,12,20100411OME,20100411,Epee,Open,Mens
4,2,3,Sam BLACKMAN,David BRAUTIGAN,12,15,20100411OME,20100411,Epee,Open,Mens
8,3,6,Rowan BECKWORTH,David BRAUTIGAN,15,8,20100411OME,20100411,Epee,Open,Mens
8,6,3,David BRAUTIGAN,Rowan BECKWORTH,8,15,20100411OME,20100411,Epee,Open,Mens
8,7,2,Craig STAEHR,Sam BLACKMAN,15,11,20100411OME,20100411,Epee,Open,Mens
8,2,7,Sam BLACKMAN,Craig STAEHR,11,15,20100411OME,20100411,Epee,Open,Mens
16,7,10,Craig STAEHR,Nick PITTMAN,12,15,20100411OME,20100411,Epee,Open,Mens
16,10,7,Nick PITTMAN,Craig STAEHR,15,12,20100411OME,20100411,Epee,Open,Mens
2,1,2,Nick BETTS,Jahan PENNY-DIMRI,15,4,20100411OMF,20100411,Foil,Open,Mens
2,2,1,Jahan PENNY-DIMRI,Nick BETTS,4,15,20100411OMF,20100411,Foil,Open,Mens
4,1,4,Nick BETTS,Michael DZODZOS,9,15,20100411OMF,20100411,Foil,Open,Mens
4,4,1,Michael DZODZOS,Nick BETTS,15,9,20100411OMF,20100411,Foil,Open,Mens
8,1,8,Nick BETTS,Dov SPINKS,8,15,20100411OMF,20100411,Foil,Open,Mens
8,8,1,Dov SPINKS,Nick BETTS,15,8,20100411OMF,20100411,Foil,Open,Mens
16,9,8,Dov SPINKS,Jonathan MACKENZIE,7,15,20100411OMF,20100411,Foil,Open,Mens
16,8,9,Jonathan MACKENZIE,Dov SPINKS,15,7,20100411OMF,20100411,Foil,Open,Mens
8,5,4,Jackson MICHAEL,Michael DZODZOS,15,4,20100411OMF,20100411,Foil,Open,Mens
8,4,5,Michael DZODZOS,Jackson MICHAEL,4,15,20100411OMF,20100411,Foil,Open,Mens
4,3,2,Lance HOLDEN,Jahan PENNY-DIMRI,15,3,20100411OMF,20100411,Foil,Open,Mens
4,2,3,Jahan PENNY-DIMRI,Lance HOLDEN,3,15,20100411OMF,20100411,Foil,Open,Mens
8,3,6,Lance HOLDEN,James MCANNA,13,15,20100411OMF,20100411,Foil,Open,Mens
8,6,3,James MCANNA,Lance HOLDEN,15,13,20100411OMF,20100411,Foil,Open,Mens
16,11,6,Steve MCCLURE,James MCANNA,15,9,20100411OMF,20100411,Foil,Open,Mens
16,6,11,James MCANNA,Steve MCCLURE,9,15,20100411OMF,20100411,Foil,Open,Mens
8,7,2,Julian OPIE,Jahan PENNY-DIMRI,15,5,20100411OMF,20100411,Foil,Open,Mens
8,2,7,Jahan PENNY-DIMRI,Julian OPIE,5,15,20100411OMF,20100411,Foil,Open,Mens
16,7,10,Julian OPIE,Leon THOMAS,13,15,20100411OMF,20100411,Foil,Open,Mens
16,10,7,Leon THOMAS,Julian OPIE,15,13,20100411OMF,20100411,Foil,Open,Mens
2,1,2,Russell HARTUP,Shayne PAY,9,15,20100411OMS,20100411,Sabre,Open,Mens
2,2,1,Shayne PAY,Russell HARTUP,15,9,20100411OMS,20100411,Sabre,Open,Mens
4,1,4,Russell HARTUP,Bruce HEMSLEY,5,15,20100411OMS,20100411,Sabre,Open,Mens
4,4,1,Bruce HEMSLEY,Russell HARTUP,15,5,20100411OMS,20100411,Sabre,Open,Mens
8,5,4,Bruce HEMSLEY,Oliver PRING,2,15,20100411OMS,20100411,Sabre,Open,Mens
8,4,5,Oliver PRING,Bruce HEMSLEY,15,2,20100411OMS,20100411,Sabre,Open,Mens
4,3,2,Bob KOUNOV,Shayne PAY,15,9,20100411OMS,20100411,Sabre,Open,Mens
4,2,3,Shayne PAY,Bob KOUNOV,9,15,20100411OMS,20100411,Sabre,Open,Mens
2,1,2,Jackson MICHAEL,Michael DZODZOS,13,15,20100515U20MF,20100515,Foil,U20,Mens
2,2,1,Michael DZODZOS,Jackson MICHAEL,15,13,20100515U20MF,20100515,Foil,U20,Mens
4,1,4,Jackson MICHAEL,Leighlan DOE,1,15,20100515U20MF,20100515,Foil,U20,Mens
4,4,1,Leighlan DOE,Jackson MICHAEL,15,1,20100515U20MF,20100515,Foil,U20,Mens
8,5,4,Ashleigh MCFADDEN,Leighlan DOE,15,11,20100515U20MF,20100515,Foil,U20,Mens
8,4,5,Leighlan DOE,Ashleigh MCFADDEN,11,15,20100515U20MF,20100515,Foil,U20,Mens
4,3,2,Michael DZODZOS,David GAMBELL,9,15,20100515U20MF,20100515,Foil,U20,Mens
4,2,3,David GAMBELL,Michael DZODZOS,15,9,20100515U20MF,20100515,Foil,U20,Mens
2,1,2,Stuart MARSHALL,Michael DZODZOS,10,15,20100516OME,20100516,Epee,Open,Mens
2,2,1,Michael DZODZOS,Stuart MARSHALL,15,10,20100516OME,20100516,Epee,Open,Mens
4,1,4,Stuart MARSHALL,David BRAUTIGAN,10,15,20100516OME,20100516,Epee,Open,Mens
4,4,1,David BRAUTIGAN,Stuart MARSHALL,15,10,20100516OME,20100516,Epee,Open,Mens
8,5,4,Craig STAEHR,David BRAUTIGAN,15,11,20100516OME,20100516,Epee,Open,Mens
8,4,5,David BRAUTIGAN,Craig STAEHR,11,15,20100516OME,20100516,Epee,Open,Mens
4,3,2,Michael DZODZOS,Sam BLACKMAN,14,15,20100516OME,20100516,Epee,Open,Mens
4,2,3,Sam BLACKMAN,Michael DZODZOS,15,14,20100516OME,20100516,Epee,Open,Mens
8,3,6,Rowan BECKWORTH,Michael DZODZOS,15,14,20100516OME,20100516,Epee,Open,Mens
8,6,3,Michael DZODZOS,Rowan BECKWORTH,14,15,20100516OME,20100516,Epee,Open,Mens
2,1,2,Jahan PENNY-DIMRI,Peter BARRY,8,15,20100516OMF,20100516,Foil,Open,Mens
2,2,1,Peter BARRY,Jahan PENNY-DIMRI,15,8,20100516OMF,20100516,Foil,Open,Mens
4,1,4,Jahan PENNY-DIMRI,Michael DZODZOS,7,15,20100516OMF,20100516,Foil,Open,Mens
4,4,1,Michael DZODZOS,Jahan PENNY-DIMRI,15,7,20100516OMF,20100516,Foil,Open,Mens
8,1,8,Jahan PENNY-DIMRI,Lance HOLDEN,5,15,20100516OMF,20100516,Foil,Open,Mens
8,8,1,Lance HOLDEN,Jahan PENNY-DIMRI,15,5,20100516OMF,20100516,Foil,Open,Mens
8,5,4,Michael DZODZOS,Jonathan MACKENZIE,9,15,20100516OMF,20100516,Foil,Open,Mens
8,4,5,Jonathan MACKENZIE,Michael DZODZOS,15,9,20100516OMF,20100516,Foil,Open,Mens
4,3,2,Peter BARRY,Mike HOELLER,11,15,20100516OMF,20100516,Foil,Open,Mens
4,2,3,Mike HOELLER,Peter BARRY,15,11,20100516OMF,20100516,Foil,Open,Mens
8,3,6,Peter BARRY,Nick BETTS,13,14,20100516OMF,20100516,Foil,Open,Mens
8,6,3,Nick BETTS,Peter BARRY,14,13,20100516OMF,20100516,Foil,Open,Mens
8,7,2,Dov SPINKS,Mike HOELLER,15,5,20100516OMF,20100516,Foil,Open,Mens
8,2,7,Mike HOELLER,Dov SPINKS,5,15,20100516OMF,20100516,Foil,Open,Mens
2,1,2,Russell HARTUP,Damien WARMAN,15,13,20100516OMS,20100516,Sabre,Open,Mens
2,2,1,Damien WARMAN,Russell HARTUP,13,15,20100516OMS,20100516,Sabre,Open,Mens
4,1,4,Russell HARTUP,Shayne PAY,10,15,20100516OMS,20100516,Sabre,Open,Mens
4,4,1,Shayne PAY,Russell HARTUP,15,10,20100516OMS,20100516,Sabre,Open,Mens
8,5,4,Bruce HEMSLEY,Shayne PAY,15,4,20100516OMS,20100516,Sabre,Open,Mens
8,4,5,Shayne PAY,Bruce HEMSLEY,4,15,20100516OMS,20100516,Sabre,Open,Mens
4,3,2,Damien WARMAN,Mike HOELLER,13,15,20100516OMS,20100516,Sabre,Open,Mens
4,2,3,Mike HOELLER,Damien WARMAN,15,13,20100516OMS,20100516,Sabre,Open,Mens
2,1,2,Uschi MENZ,Seri WILSON,11,15,20100516OWE,20100516,Epee,Open,Womens
2,2,1,Seri WILSON,Uschi MENZ,15,11,20100516OWE,20100516,Epee,Open,Womens
4,1,4,Uschi MENZ,Lise JENSEN,4,15,20100516OWE,20100516,Epee,Open,Womens
4,4,1,Lise JENSEN,Uschi MENZ,15,4,20100516OWE,20100516,Epee,Open,Womens
4,3,2,Jane MENARY,Seri WILSON,15,3,20100516OWE,20100516,Epee,Open,Womens
4,2,3,Seri WILSON,Jane MENARY,3,15,20100516OWE,20100516,Epee,Open,Womens
2,1,2,Natalie BETTS,Gulsara KAPLUN,5,15,20100516OWF,20100516,Foil,Open,Womens
2,2,1,Gulsara KAPLUN,Natalie BETTS,15,5,20100516OWF,20100516,Foil,Open,Womens
4,1,4,Natalie BETTS,Georgina BARRATT,1,15,20100516OWF,20100516,Foil,Open,Womens
4,4,1,Georgina BARRATT,Natalie BETTS,15,1,20100516OWF,20100516,Foil,Open,Womens
8,5,4,Georgina BARRATT,Jane MENARY,13,15,20100516OWF,20100516,Foil,Open,Womens
8,4,5,Jane MENARY,Georgina BARRATT,15,13,20100516OWF,20100516,Foil,Open,Womens
4,3,2,Gulsara KAPLUN,Lise JENSEN,12,15,20100516OWF,20100516,Foil,Open,Womens
4,2,3,Lise JENSEN,Gulsara KAPLUN,15,12,20100516OWF,20100516,Foil,Open,Womens
2,1,2,Joanne WILKINS,Kit POON,3,15,20100516OWS,20100516,Sabre,Open,Womens
2,2,1,Kit POON,Joanne WILKINS,15,3,20100516OWS,20100516,Sabre,Open,Womens
4,1,4,Joanne WILKINS,Frances WILLIAMS,3,15,20100516OWS,20100516,Sabre,Open,Womens
4,4,1,Frances WILLIAMS,Joanne WILKINS,15,3,20100516OWS,20100516,Sabre,Open,Womens
4,3,2,Jane MENARY,Kit POON,15,13,20100516OWS,20100516,Sabre,Open,Womens
4,2,3,Kit POON,Jane MENARY,13,15,20100516OWS,20100516,Sabre,Open,Womens
2,1,2,Tim WARBURTON-ROBERTS,Leighlan DOE,15,11,20100626U15MF,20100626,Foil,U15,Mens
2,2,1,Leighlan DOE,Tim WARBURTON-ROBERTS,11,15,20100626U15MF,20100626,Foil,U15,Mens
4,1,4,Tim WARBURTON-ROBERTS,Henry HONDROS,7,15,20100626U15MF,20100626,Foil,U15,Mens
4,4,1,Henry HONDROS,Tim WARBURTON-ROBERTS,15,7,20100626U15MF,20100626,Foil,U15,Mens
8,1,8,Alex DAVEY,Tim WARBURTON-ROBERTS,15,14,20100626U15MF,20100626,Foil,U15,Mens
8,8,1,Tim WARBURTON-ROBERTS,Alex DAVEY,14,15,20100626U15MF,20100626,Foil,U15,Mens
16,1,16,Alex DAVEY,Nikolas JORDAN,4,15,20100626U15MF,20100626,Foil,U15,Mens
16,16,1,Nikolas JORDAN,Alex DAVEY,15,4,20100626U15MF,20100626,Foil,U15,Mens
16,9,8,Tim WARBURTON-ROBERTS,Luke DE VRIES,0,15,20100626U15MF,20100626,Foil,U15,Mens
16,8,9,Luke DE VRIES,Tim WARBURTON-ROBERTS,15,0,20100626U15MF,20100626,Foil,U15,Mens
8,5,4,Henry HONDROS,Jacob CLEMENT,11,15,20100626U15MF,20100626,Foil,U15,Mens
8,4,5,Jacob CLEMENT,Henry HONDROS,15,11,20100626U15MF,20100626,Foil,U15,Mens
16,5,12,Henry HONDROS,Oliver PRING,3,15,20100626U15MF,20100626,Foil,U15,Mens
16,12,5,Oliver PRING,Henry HONDROS,15,3,20100626U15MF,20100626,Foil,U15,Mens
16,13,4,Connor BURY,Jacob CLEMENT,15,4,20100626U15MF,20100626,Foil,U15,Mens
16,4,13,Jacob CLEMENT,Connor BURY,4,15,20100626U15MF,20100626,Foil,U15,Mens
4,3,2,Liam KRESS,Leighlan DOE,15,7,20100626U15MF,20100626,Foil,U15,Mens
4,2,3,Leighlan DOE,Liam KRESS,7,15,20100626U15MF,20100626,Foil,U15,Mens
8,3,6,Liam KRESS,Andrew HARTMAN,5,15,20100626U15MF,20100626,Foil,U15,Mens
8,6,3,Andrew HARTMAN,Liam KRESS,15,5,20100626U15MF,20100626,Foil,U15,Mens
16,3,14,Liam KRESS,William BESANKO,3,15,20100626U15MF,20100626,Foil,U15,Mens
16,14,3,William BESANKO,Liam KRESS,15,3,20100626U15MF,20100626,Foil,U15,Mens
16,11,6,Jordan CURRY,Andrew HARTMAN,15,10,20100626U15MF,20100626,Foil,U15,Mens
16,6,11,Andrew HARTMAN,Jordan CURRY,10,15,20100626U15MF,20100626,Foil,U15,Mens
8,7,2,Tobias ADAMS,Leighlan DOE,15,1,20100626U15MF,20100626,Foil,U15,Mens
8,2,7,Leighlan DOE,Tobias ADAMS,1,15,20100626U15MF,20100626,Foil,U15,Mens
16,7,10,Joe SLATER,Tobias ADAMS,15,14,20100626U15MF,20100626,Foil,U15,Mens
16,10,7,Tobias ADAMS,Joe SLATER,14,15,20100626U15MF,20100626,Foil,U15,Mens
16,15,2,Jacob REYNOLDS,Leighlan DOE,15,5,20100626U15MF,20100626,Foil,U15,Mens
16,2,15,Leighlan DOE,Jacob REYNOLDS,5,15,20100626U15MF,20100626,Foil,U15,Mens
2,1,2,Gulsara KAPLUN,Georgina BARRATT,15,11,20100626U15WF,20100626,Foil,U15,Womens
2,2,1,Georgina BARRATT,Gulsara KAPLUN,11,15,20100626U15WF,20100626,Foil,U15,Womens
4,1,4,Gulsara KAPLUN,Rachel AISTROPE,2,15,20100626U15WF,20100626,Foil,U15,Womens
4,4,1,Rachel AISTROPE,Gulsara KAPLUN,15,2,20100626U15WF,20100626,Foil,U15,Womens
8,5,4,Amy ROBERTSON,Rachel AISTROPE,15,3,20100626U15WF,20100626,Foil,U15,Womens
8,4,5,Rachel AISTROPE,Amy ROBERTSON,3,15,20100626U15WF,20100626,Foil,U15,Womens
4,3,2,Brooke MILLER,Georgina BARRATT,15,4,20100626U15WF,20100626,Foil,U15,Womens
4,2,3,Georgina BARRATT,Brooke MILLER,4,15,20100626U15WF,20100626,Foil,U15,Womens
8,3,6,Brooke MILLER,Nikita BUTCHER,8,15,20100626U15WF,20100626,Foil,U15,Womens
8,6,3,Nikita BUTCHER,Brooke MILLER,15,8,20100626U15WF,20100626,Foil,U15,Womens
2,1,2,Michael DZODZOS,Julian OPIE,11,15,20100626U17MF,20100626,Foil,U17,Mens
2,2,1,Julian OPIE,Michael DZODZOS,15,11,20100626U17MF,20100626,Foil,U17,Mens
4,1,4,Michael DZODZOS,Leighlan DOE,12,15,20100626U17MF,20100626,Foil,U17,Mens
4,4,1,Leighlan DOE,Michael DZODZOS,15,12,20100626U17MF,20100626,Foil,U17,Mens
8,5,4,Leighlan DOE,David GAMBELL,4,15,20100626U17MF,20100626,Foil,U17,Mens
8,4,5,David GAMBELL,Leighlan DOE,15,4,20100626U17MF,20100626,Foil,U17,Mens
4,3,2,Julian OPIE,Jackson MICHAEL,6,11,20100626U17MF,20100626,Foil,U17,Mens
4,2,3,Jackson MICHAEL,Julian OPIE,11,6,20100626U17MF,20100626,Foil,U17,Mens
8,3,6,Julian OPIE,Alex DAVEY,5,15,20100626U17MF,20100626,Foil,U17,Mens
8,6,3,Alex DAVEY,Julian OPIE,15,5,20100626U17MF,20100626,Foil,U17,Mens
8,7,2,Ashleigh MCFADDEN,Jackson MICHAEL,15,9,20100626U17MF,20100626,Foil,U17,Mens
8,2,7,Jackson MICHAEL,Ashleigh MCFADDEN,9,15,20100626U17MF,20100626,Foil,U17,Mens
2,1,2,Gulsara KAPLUN,Georgina BARRATT,12,15,20100626U17WF,20100626,Foil,U17,Womens
2,2,1,Georgina BARRATT,Gulsara KAPLUN,15,12,20100626U17WF,20100626,Foil,U17,Womens
4,1,4,Gulsara KAPLUN,Brooke MILLER,2,15,20100626U17WF,20100626,Foil,U17,Womens
4,4,1,Brooke MILLER,Gulsara KAPLUN,15,2,20100626U17WF,20100626,Foil,U17,Womens
4,3,2,Georgina BARRATT,Rachel AISTROPE,6,15,20100626U17WF,20100626,Foil,U17,Womens
4,2,3,Rachel AISTROPE,Georgina BARRATT,15,6,20100626U17WF,20100626,Foil,U17,Womens
2,1,2,Iain DAVIDSON,Adrian MURPHY,8,10,20100626VE,20100626,Epee,Veterans,
2,2,1,Adrian MURPHY,Iain DAVIDSON,10,8,20100626VE,20100626,Epee,Veterans,
4,1,4,Iain DAVIDSON,Shayne PAY,1,10,20100626VE,20100626,Epee,Veterans,
4,4,1,Shayne PAY,Iain DAVIDSON,10,1,20100626VE,20100626,Epee,Veterans,
8,5,4,Shayne PAY,Nick PITTMAN,9,10,20100626VE,20100626,Epee,Veterans,
8,4,5,Nick PITTMAN,Shayne PAY,10,9,20100626VE,20100626,Epee,Veterans,
4,3,2,David BRAUTIGAN,Adrian MURPHY,10,5,20100626VE,20100626,Epee,Veterans,
4,2,3,Adrian MURPHY,David BRAUTIGAN,5,10,20100626VE,20100626,Epee,Veterans,
8,3,6,David BRAUTIGAN,Lise JENSEN,4,10,20100626VE,20100626,Epee,Veterans,
8,6,3,Lise JENSEN,David BRAUTIGAN,10,4,20100626VE,20100626,Epee,Veterans,
2,1,2,David BRAUTIGAN,Stuart MARSHALL,15,12,20100710OME,20100710,Epee,Open,Mens
2,2,1,Stuart MARSHALL,David BRAUTIGAN,12,15,20100710OME,20100710,Epee,Open,Mens
4,1,4,Craig STAEHR,David BRAUTIGAN,15,7,20100710OME,20100710,Epee,Open,Mens
4,4,1,David BRAUTIGAN,Craig STAEHR,7,15,20100710OME,20100710,Epee,Open,Mens
8,5,4,Nick PITTMAN,David BRAUTIGAN,15,9,20100710OME,20100710,Epee,Open,Mens
8,4,5,David BRAUTIGAN,Nick PITTMAN,9,15,20100710OME,20100710,Epee,Open,Mens
4,3,2,Stuart MARSHALL,Alex LOVELL,8,15,20100710OME,20100710,Epee,Open,Mens
4,2,3,Alex LOVELL,Stuart MARSHALL,15,8,20100710OME,20100710,Epee,Open,Mens
2,1,2,Jahan PENNY-DIMRI,Dov SPINKS,9,15,20100710OMF,20100710,Foil,Open,Mens
2,2,1,Dov SPINKS,Jahan PENNY-DIMRI,15,9,20100710OMF,20100710,Foil,Open,Mens
4,1,4,Jahan PENNY-DIMRI,Lance HOLDEN,4,15,20100710OMF,20100710,Foil,Open,Mens
4,4,1,Lance HOLDEN,Jahan PENNY-DIMRI,15,4,20100710OMF,20100710,Foil,Open,Mens
8,5,4,Steve MCCLURE,Lance HOLDEN,15,7,20100710OMF,20100710,Foil,Open,Mens
8,4,5,Lance HOLDEN,Steve MCCLURE,7,15,20100710OMF,20100710,Foil,Open,Mens
4,3,2,Dov SPINKS,Alex LOVELL,14,15,20100710OMF,20100710,Foil,Open,Mens
4,2,3,Alex LOVELL,Dov SPINKS,15,14,20100710OMF,20100710,Foil,Open,Mens
2,1,2,Shayne PAY,Russell HARTUP,15,7,20100710OMS,20100710,Sabre,Open,Mens
2,2,1,Russell HARTUP,Shayne PAY,7,15,20100710OMS,20100710,Sabre,Open,Mens
4,1,4,Shayne PAY,Oliver PRING,4,15,20100710OMS,20100710,Sabre,Open,Mens
4,4,1,Oliver PRING,Shayne PAY,15,4,20100710OMS,20100710,Sabre,Open,Mens
4,3,2,Nick PITTMAN,Russell HARTUP,15,5,20100710OMS,20100710,Sabre,Open,Mens
4,2,3,Russell HARTUP,Nick PITTMAN,5,15,20100710OMS,20100710,Sabre,Open,Mens
2,1,2,Uschi MENZ,Seri WILSON,15,11,20100710OWE,20100710,Epee,Open,Womens
2,2,1,Seri WILSON,Uschi MENZ,11,15,20100710OWE,20100710,Epee,Open,Womens
4,1,4,Uschi MENZ,Lise JENSEN,2,15,20100710OWE,20100710,Epee,Open,Womens
4,4,1,Lise JENSEN,Uschi MENZ,15,2,20100710OWE,20100710,Epee,Open,Womens
4,3,2,Jane MENARY,Seri WILSON,15,7,20100710OWE,20100710,Epee,Open,Womens
4,2,3,Seri WILSON,Jane MENARY,7,15,20100710OWE,20100710,Epee,Open,Womens
2,1,2,Joanne WILKINS,Kit POON,7,15,20100710OWS,20100710,Sabre,Open,Womens
2,2,1,Kit POON,Joanne WILKINS,15,7,20100710OWS,20100710,Sabre,Open,Womens
4,1,4,Joanne WILKINS,Jane MENARY,10,15,20100710OWS,20100710,Sabre,Open,Womens
4,4,1,Jane MENARY,Joanne WILKINS,15,10,20100710OWS,20100710,Sabre,Open,Womens
4,3,2,Kit POON,Frances WILLIAMS,11,15,20100710OWS,20100710,Sabre,Open,Womens
4,2,3,Frances WILLIAMS,Kit POON,15,11,20100710OWS,20100710,Sabre,Open,Womens
2,1,2,Georgina BARRATT,Gulsara KAPLUN,12,15,20100904U15WF,20100904,Foil,U15,Womens
2,2,1,Gulsara KAPLUN,Georgina BARRATT,15,12,20100904U15WF,20100904,Foil,U15,Womens
4,1,4,Georgina BARRATT,Brooke MILLER,5,15,20100904U15WF,20100904,Foil,U15,Womens
4,4,1,Brooke MILLER,Georgina BARRATT,15,5,20100904U15WF,20100904,Foil,U15,Womens
4,3,2,Rachel AISTROPE,Gulsara KAPLUN,15,8,20100904U15WF,20100904,Foil,U15,Womens
4,2,3,Gulsara KAPLUN,Rachel AISTROPE,8,15,20100904U15WF,20100904,Foil,U15,Womens
2,1,2,Michael DZODZOS,Alex DAVEY,0,15,20100904U17MF,20100904,Foil,U17,Mens
2,2,1,Alex DAVEY,Michael DZODZOS,15,0,20100904U17MF,20100904,Foil,U17,Mens
4,1,4,Michael DZODZOS,Leighlan DOE,11,15,20100904U17MF,20100904,Foil,U17,Mens
4,4,1,Leighlan DOE,Michael DZODZOS,15,11,20100904U17MF,20100904,Foil,U17,Mens
8,5,4,Henry HONDROS,Leighlan DOE,9,5,20100904U17MF,20100904,Foil,U17,Mens
8,4,5,Leighlan DOE,Henry HONDROS,5,9,20100904U17MF,20100904,Foil,U17,Mens
4,3,2,Alex DAVEY,Lachlan OERMAN,11,15,20100904U17MF,20100904,Foil,U17,Mens
4,2,3,Lachlan OERMAN,Alex DAVEY,15,11,20100904U17MF,20100904,Foil,U17,Mens
